regime,condition,method,seed,iteration_budget,r_topo_median,r_source_median,amari_index,source_file,source_sha256
Homogeneous Laplacian,clean,Picard,303,5000,0.98924415349080541,0.97639281224038099,0.039808683376241417,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0303_picard.json,179a897035d8cf5b0994db3dc6ea7a38670c6b1ff6c9d701c2f44ffe4c25c628
Homogeneous Laplacian,clean,FastICA,404,5000,0.9968545730062548,0.99473268735801634,0.01468089204558921,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0404_fastica.json,c1408b93f12a11d59427836cb727f9668b23e4455b62c6ff6ef758996d20de57
Homogeneous Laplacian,clean,Infomax,404,5000,0.99676646703599747,0.99473001692770935,0.014925301647331281,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0404_infomax.json,cd8794e391d29a1c731d8f7f580a2c51bcdcd89c5c616c37b3194fb89d09dd0d
Homogeneous Laplacian,clean,amica 3k,404,3000,0.94075051858220926,0.89164477119862096,0.084706504289133899,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0404_jax_gpu.json,bd8bad7d04b5b13c3682ad3a5374ea04fd1d803ecb002b9925a8b694c43b91dc
Homogeneous Laplacian,clean,Picard,404,5000,0.99673811413964497,0.99473713727545809,0.014890621465021486,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0404_picard.json,e2905bed9002ea7d5053801c6d87dc1f4c736708e8d35ab65322df3bb62ed92d
Homogeneous Laplacian,clean,FastICA,505,5000,0.99599172229115718,0.99517849390596358,0.014656746608046559,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0505_fastica.json,ee7f9076ab92cca983f14bb3b57e15e1b51cf9926deb85a9511d300397274cad
Homogeneous Laplacian,clean,Infomax,505,5000,0.99633527919476572,0.99526666344257841,0.014462098500003713,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0505_infomax.json,c02bd708add3deea969676e8778fe6027e4039f870016d9a347693f5f70ace5f
Homogeneous Laplacian,clean,amica 3k,505,3000,0.98958593617509583,0.98869983590527843,0.031835474240963411,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0505_jax_gpu.json,703686ca2908389d94a5f0b42a7403a5b11480569d22bff256156c57690f9570
Homogeneous Laplacian,clean,Picard,505,5000,0.99640182191587034,0.99526576127067212,0.014490740871479436,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0505_picard.json,1efd298d668da15c4b64065f6d2356e86cf5804837a9d0f235746bd6026c97cc
Homogeneous Laplacian,clean,FastICA,606,5000,0.99644977502805143,0.99535743529645604,0.014063163332207688,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0606_fastica.json,6826b145621a60ac2b392aa9c3bbba6c887670b5cb6f20a68d6e269ad4916395
Homogeneous Laplacian,clean,Infomax,606,5000,0.99650747708125598,0.99538223291769024,0.013977300068095222,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0606_infomax.json,6d365ecbde99a73c8c541b182b74201cf897598c88cfcf74afe5f246ad106665
Homogeneous Laplacian,clean,amica 3k,606,3000,0.98416327547258109,0.98853175476509691,0.05177556604855111,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0606_jax_gpu.json,8e080e944579dc83178ad77c36b1dc7ad2cc42799df20b728ffd4d41639c9f15
Homogeneous Laplacian,clean,Picard,606,5000,0.99649767429815006,0.99540454469382456,0.013960099731712767,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0606_picard.json,2dffab811bc138e833ddbd161ef5aca5214dc177185561768f532577e68ee875
Homogeneous Laplacian,clean,FastICA,707,5000,0.99580649896909801,0.99426135919417136,0.015434844645277501,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0707_fastica.json,224f0b947d6968f1c445a87ed055cfa2be6f3b50284d7b04b9b6e883d8f932c6
Homogeneous Laplacian,clean,Infomax,707,5000,0.99601291207075071,0.99415102440970959,0.01578365583304845,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0707_infomax.json,bcabd231d9c267bdb314622351a5ad78bc996fb950b8f48030cc24247b90b856
Homogeneous Laplacian,clean,amica 3k,707,3000,0.98762014202823001,0.98802106535691248,0.026859087174414153,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0707_jax_gpu.json,16b1ef1ab7edd9b90b0a3ba3302d786d2e8474513d1cf574ca9d392f3d522809
Homogeneous Laplacian,clean,Picard,707,5000,0.99591163387127379,0.99417349631760077,0.015763855783864862,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0707_picard.json,cd75269f54a59ed083289beb6db48a0f9649c560a1e52998195af4c01e020e06
Homogeneous Laplacian,clean,FastICA,808,5000,0.99610364374572946,0.99480243267611068,0.015321252729003218,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0808_fastica.json,1e817077c3dafbb09be9d56e678bd74cec52ec472aaec0965e6e062fa1ce7220
Homogeneous Laplacian,clean,Infomax,808,5000,0.99602654555843051,0.99473724161079669,0.015311745782678864,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0808_infomax.json,4c81f669c6ed8fbe0f31bebf6d3b97eb8b9f8740d782413c88939cd2e1a3fa25
Homogeneous Laplacian,clean,amica 3k,808,3000,0.97758287027204671,0.97834048494977255,0.044325010600606424,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0808_jax_gpu.json,dee39220aa985dd1655315129e8370e9b618dd0d6b4ab2f3ca8476022fe882e2
Homogeneous Laplacian,clean,Picard,808,5000,0.99604807841181875,0.99475556653727093,0.015308386936734121,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0808_picard.json,987651d84c627230be01ead2501253562bd9c931d4ae7f8ac0173894bd248827
Homogeneous Laplacian,clean,FastICA,909,5000,0.995663603780092,0.99534018945569758,0.014340562833933259,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0909_fastica.json,c5bfdbf174bb5e1bdee4cd538fb2cbd80c86d57967f9c0352b9d2812c3fd79be
Homogeneous Laplacian,clean,Infomax,909,5000,0.99588000462658788,0.99548369416898974,0.014171818136985443,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0909_infomax.json,2e0de20a9d13381c23a66bf0c0c2e11ee3d693a78de2df894e1398ba99bc0192
Homogeneous Laplacian,clean,amica 3k,909,3000,0.99441048708711111,0.99395561550458944,0.017562618147338879,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0909_jax_gpu.json,e24408dc48877412874f858e117f1a70de9078064ef05d91dd9dabb6c4f1b8ff
Homogeneous Laplacian,clean,Picard,909,5000,0.99586828206166955,0.99547394281455315,0.014194314195304453,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-0909_picard.json,7732ac8ffa5d33ed1ba013d5437f0ed83c413235c7c99acbbb6bf2732af05d9d
Homogeneous Laplacian,clean,FastICA,1010,5000,0.99659558189101949,0.99524326852727585,0.014691969953192507,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-1010_fastica.json,0d95573cd0d6ea9e8e0ec9c62d9dcfa0b1f22031cd264db60fe44709a32cb624
Homogeneous Laplacian,clean,Infomax,1010,5000,0.99624910265598232,0.99507964437570884,0.014687531528065803,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-1010_infomax.json,11aebd9b18f9bb998e28e121678e622fc04ede2c17bd4f1701b0468982b6a79f
Homogeneous Laplacian,clean,amica 3k,1010,3000,0.99283749977245062,0.99159433335651603,0.024231264730006391,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-1010_jax_gpu.json,ff9c43cb99525fd8fdf9c76cbe1aabcf64f9ed613b8799fd49163317ebb4fda4
Homogeneous Laplacian,clean,Picard,1010,5000,0.97793261746156412,0.9792846559489915,0.038300236752744687,figdata/synth/amica_python_synthetic_v1/synth_clean_seed-1010_picard.json,36e673d60196a6c9e414ee67edf8714b0da07b57f05477777507d3dc0a189f19
Homogeneous Laplacian,noise_eog,FastICA,101,5000,0.97105265167287302,0.75064031061179159,0.10657681427082735,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0101_fastica.json,ac830a45b8a4726e11e71e2ef37ceae7a9e198ba17b7121482b4252d709c9b26
Homogeneous Laplacian,noise_eog,Infomax,101,5000,0.84135548225186496,0.30623935441640138,0.16993547359076577,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0101_infomax.json,5fb69f307fbd4e10ae656103d592a1158a7023df85b9e437efabe0160082b282
Homogeneous Laplacian,noise_eog,amica 3k,101,3000,0.67867433405171773,0.18828530771810353,0.24649734480651198,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0101_jax_gpu.json,e8a78b19bb2c8e99a9bb2fa05a076cdc17f941785976b2f44c23f3a9e281130c
Homogeneous Laplacian,noise_eog,Picard,101,5000,0.97203287388298731,0.7328024499036403,0.10556947111623002,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0101_picard.json,60905af70d1a7a8a30f64ea5d72f27738c9dadcbccec954cbda3b730d7eeefac
Homogeneous Laplacian,noise_eog,FastICA,202,5000,0.96886074164657776,0.73647314733701386,0.11259108583764141,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0202_fastica.json,f048da385a70dae9709608154067b2cc860f811a87b1d1c22a86fffcf3fba9e0
Homogeneous Laplacian,noise_eog,Infomax,202,5000,0.89386889964932759,0.28044644561123311,0.17226028271472038,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0202_infomax.json,0e3f6da298d8ac20a0a8292841a1cd906224ff6572aede83c0e75c5bb5d452b6
Homogeneous Laplacian,noise_eog,amica 3k,202,3000,0.73439246298283467,0.16671684841399231,0.23155500437924195,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0202_jax_gpu.json,5c719381d97cab11c1dba2768c3365bbe2d37557ead19f6f4ce0c7eee2842a95
Homogeneous Laplacian,noise_eog,Picard,202,5000,0.94845244142621044,0.6752628568032123,0.11204518905942214,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0202_picard.json,f886de2469880c36319e497c8bf6cea031a86431970af8e02fe3b6f63bc3e554
Homogeneous Laplacian,noise_eog,FastICA,303,5000,0.96815072059896468,0.74369544964288647,0.11258691478075787,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0303_fastica.json,f90fbac37a43e96db509432ed7f8bd2001fbe17f8912a9e3a5196869908fd9ed
Homogeneous Laplacian,noise_eog,Infomax,303,5000,0.82029347666096841,0.27787341832788748,0.19655826656255337,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0303_infomax.json,c2612a319cb68e4d175787fc855fdbb2d8e64ac8f0f60ba19a67c44f93f2fd07
Homogeneous Laplacian,noise_eog,amica 3k,303,3000,0.72278753479701086,0.1513714097581777,0.24034917070545356,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0303_jax_gpu.json,e1a97d44ea194e03c3995b0962041ea998b51a7760bde4a01f1714edf0dedd90
Homogeneous Laplacian,noise_eog,Picard,303,5000,0.97369530707003471,0.72454712769935137,0.11986820189993266,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0303_picard.json,1cdcab027588b83eddc10016270809a53c6b412fedf48ce54700b748590c1dde
Homogeneous Laplacian,noise_eog,FastICA,404,5000,0.95342476807211485,0.66471599956845129,0.10172173714973336,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0404_fastica.json,ced67a88858bf93cde242eadc70d3ddbd0b63c820f676188f2a8e5466660aaa2
Homogeneous Laplacian,noise_eog,Infomax,404,5000,0.83663639953481028,0.24937990647476491,0.16929085388299253,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0404_infomax.json,f4a7b4f10b1aeede098c337070f9490537f8da2a6ee015b62b184f8d7b5df6d9
Homogeneous Laplacian,noise_eog,amica 3k,404,3000,0.75666525672496476,0.079623702401091651,0.23156979616773721,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0404_jax_gpu.json,227db8829c454a3d615b0ea940096aa3ef9f6570301b762c5f71eef72c9e95b9
Homogeneous Laplacian,noise_eog,Picard,404,5000,0.94015652572848318,0.58218964139008789,0.10016684629132064,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0404_picard.json,9e107f0275114e391955dee1d96efb67a45dda1340ea1fd674e5ae1cdb6a4a49
Homogeneous Laplacian,noise_eog,FastICA,505,5000,0.94475469769862375,0.7052060169446428,0.10955894610665429,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0505_fastica.json,bf42c15127acd6149d50e5bfba9f303fc3a42634b008b3bfc4fbc558956cea86
Homogeneous Laplacian,noise_eog,Infomax,505,5000,0.85098753463769938,0.18682494059636079,0.21122267722826818,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0505_infomax.json,94a259457c554c69da055980fe8f3696025be60685ec0d9241a0cc1ab095032a
Homogeneous Laplacian,noise_eog,amica 3k,505,3000,0.70137159540179028,0.16832094855427038,0.25043086028809164,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0505_jax_gpu.json,05a30e60079ba897ce417882121acce6f6c153ed3f8b5096e994cb35b1f67135
Homogeneous Laplacian,noise_eog,Picard,505,5000,0.95489107287062569,0.56700352506209872,0.11152678968690963,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0505_picard.json,a2a5e16d68698cfed4a9efc18df5b19d470abb4a62ac01038c7cbb07b8ca5e8a
Homogeneous Laplacian,noise_eog,FastICA,606,5000,0.96248253076051049,0.61044288522776291,0.10541214609434318,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0606_fastica.json,f39fe0f7a4dc604b4cb1fc537ce331742a0168e6082ea4d98e09c49fd96209c6
Homogeneous Laplacian,noise_eog,Infomax,606,5000,0.80978445041893166,0.1683290619249867,0.23195827034634392,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0606_infomax.json,176802c75693943eb15e38821d67307909ec3500365b98e469da976f3b46d306
Homogeneous Laplacian,noise_eog,amica 3k,606,3000,0.70913867256291896,0.21263953278751885,0.24988115513898893,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0606_jax_gpu.json,8ef9435f25c40a6881ca65b953e8bcabbd2c267eab03b5d373b9f79d8b392de1
Homogeneous Laplacian,noise_eog,Picard,606,5000,0.96985112543649832,0.75576621647275688,0.11017512672778393,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0606_picard.json,db3f66f6c1e3ff6435b90cf1cf5c42432d983db2a3dc673739d3d25a0228eca6
Homogeneous Laplacian,noise_eog,FastICA,707,5000,0.96154764557506622,0.52637082536217916,0.099472290116107157,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0707_fastica.json,9b1424c15ab9bbbd1353ed8eb25679891f3e9f03372ff5cd1a13c64199369730
Homogeneous Laplacian,noise_eog,Infomax,707,5000,0.85511371035587214,0.25976663089296115,0.17725068766670565,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0707_infomax.json,7d31c0d61d874c617e569cb5e977aa239f891df59895d39bd99db681f51fcb47
Homogeneous Laplacian,noise_eog,amica 3k,707,3000,0.77920804898510543,0.13241959174794671,0.21780602234558971,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0707_jax_gpu.json,a1f6d80e635fbcb61a4220e33a9d4fee0cd4a2173a75785cfc87cf6e3bb699ff
Homogeneous Laplacian,noise_eog,Picard,707,5000,0.96286123469483953,0.7142700639143551,0.10070210646655429,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0707_picard.json,722cdc0d0a9fc13256056c11d208857bb0538f6173c2df5740d7fe8fe875ba66
Homogeneous Laplacian,noise_eog,FastICA,808,5000,0.972900097368115,0.75243642566601121,0.11286981022040321,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0808_fastica.json,6e80a902677b9ce0d67221580008f49db879fca0a698d836eda62c4a710a9b57
Homogeneous Laplacian,noise_eog,Infomax,808,5000,0.84427837635097891,0.19137901527403478,0.19426947549327181,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0808_infomax.json,8eb2b412a803696c067d26d58ada5a59a383e40ac8575eda3b4e71c813e2291e
Homogeneous Laplacian,noise_eog,amica 3k,808,3000,0.79229168483699486,0.15220736498736226,0.2067619750908638,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0808_jax_gpu.json,48fce47d82341fb23b06f9e38dc13081e320c7ecdfd78185533b9374e12cbb54
Homogeneous Laplacian,noise_eog,Picard,808,5000,0.96670361991516418,0.66383478853754108,0.10690878155541268,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0808_picard.json,9218b3c5f72058fd662502ecec13000241ba373dbda50c26b16b45e619f0a715
Homogeneous Laplacian,noise_eog,FastICA,909,5000,0.97526758003809111,0.75114728428018973,0.10790742954869703,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0909_fastica.json,9ffd37a5d493eee29ee2a86cba4a377378ea2884f87b5281f796c9b8f76847d9
Homogeneous Laplacian,noise_eog,Infomax,909,5000,0.8876953947225199,0.2645096234371328,0.19110537763448285,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0909_infomax.json,e3fbf2c111f5963d705463122b5486bc4ccb5f18177af7fd316289b0fbeacd30
Homogeneous Laplacian,noise_eog,amica 3k,909,3000,0.78481117140528234,0.1695323419188641,0.21705666337707683,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0909_jax_gpu.json,636224ef9773e88d31adecde2acddd74b259a98812d80ec516a2a8bd94171f1b
Homogeneous Laplacian,noise_eog,Picard,909,5000,0.96161548193969626,0.73658436573923791,0.11974075744154535,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-0909_picard.json,d8fe80453cd49f53e2f053c4a1e64ea036a77c6621149c7dd2dafefb3c140532
Homogeneous Laplacian,noise_eog,FastICA,1010,5000,0.97580227337697112,0.72719124279393454,0.11411475524272459,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-1010_fastica.json,3a61333c4306193954792828146bbc93a04a253731ed434dee8f5d48ed6e3ed2
Homogeneous Laplacian,noise_eog,Infomax,1010,5000,0.88065973835711087,0.23369117060121464,0.17148263184878057,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-1010_infomax.json,8259eb24f5159d152cfdc85aee6d19973328ca65f40db0924a7d70ec48a40ceb
Homogeneous Laplacian,noise_eog,amica 3k,1010,3000,0.66466627096905651,0.10165360801737688,0.25595260821988136,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-1010_jax_gpu.json,2e8284e14451c6b76ffd1bc69bf73f5712a316edb9751c667fec1ddc59d67b0e
Homogeneous Laplacian,noise_eog,Picard,1010,5000,0.9648321887208271,0.69736047895789366,0.11870950769550975,figdata/synth/amica_python_synthetic_v1/synth_noise_eog_seed-1010_picard.json,f33460902c0ebf01ad29ef74ed39140b778a0ff4c3b245166b7800e2d4972a22
Homogeneous Laplacian,noise,FastICA,101,5000,0.97671299734921901,0.7107048098276203,0.11237356295705161,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0101_fastica.json,ab017d169e1797df125dc36ef9d49ec5452a3aa7be75452b0d3c5971ee5aa254
Homogeneous Laplacian,noise,Infomax,101,5000,0.89793096300055741,0.27570359844799369,0.18159750003030514,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0101_infomax.json,d08a76c46fa2f72a9cd6fad6ca07bfde906271d523c3819dd2724ffb4c8238cc
Homogeneous Laplacian,noise,amica 3k,101,3000,0.64438580371299925,0.15816112230584881,0.28250794622149417,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0101_jax_gpu.json,d51c9ff0f59e9193b4c5dd9e482c36c24bec96aa67757cc93618101a7508d273
Homogeneous Laplacian,noise,Picard,101,5000,0.95910117873333312,0.60689094461689919,0.12279307721765462,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0101_picard.json,955f3cfbb4cf1bf998e3529ca282f2f25142faf8efdd1b61b150783cce6e9f0d
Homogeneous Laplacian,noise,FastICA,202,5000,0.96114553662165836,0.70509047839714734,0.12091459125501151,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0202_fastica.json,0408232deaa39543a645b236290f4b6eb3f0cb65a53c1f17d595d0c8a3a1178d
Homogeneous Laplacian,noise,Infomax,202,5000,0.79559806836118718,0.17411173189635282,0.21987575193363082,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0202_infomax.json,3d4b4a96f334689af0bdbe142ed0137b498c780874ad9ce828dc4997d73e9f11
Homogeneous Laplacian,noise,amica 3k,202,3000,0.71539031678600917,0.1230105910283131,0.27136746337247597,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0202_jax_gpu.json,dcdc862bd5a2764d528837c1dfd08d3e5dfdc04fc50d3a67d7e99f46ff38bf9d
Homogeneous Laplacian,noise,Picard,202,5000,0.96164488013256655,0.6949634094264745,0.13349970477070894,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0202_picard.json,69b20be23596c38cd32f3958b1bb099364f8062ea9ffeabcf99ca97d6a7c68d1
Homogeneous Laplacian,noise,FastICA,303,5000,0.98294077274975067,0.73681046246134208,0.11437482142582059,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0303_fastica.json,f9eb06e81cf8c56bcdd7df93a5424173f71ab960da583b0c8a6ac78e1cd5cd30
Homogeneous Laplacian,noise,Infomax,303,5000,0.80663587551190719,0.20322897611405416,0.21145608890057449,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0303_infomax.json,c4acd4ddeee5e938ef9b2974407702cff1bf14bddcd8255e572fb716de5f1485
Homogeneous Laplacian,noise,amica 3k,303,3000,0.74992544024018637,0.14691904774090195,0.25278730470533417,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0303_jax_gpu.json,e29b59b2e742a514775f86fbec9eb3d2950802915162a0bc4f012f5892c6d918
Homogeneous Laplacian,noise,Picard,303,5000,0.9686313537656992,0.60661547087225187,0.13086620817798475,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0303_picard.json,99f0cd53de269103347fb10adf51679188922f40ec7e8629e10bb1a9f91bcb66
Homogeneous Laplacian,noise,FastICA,404,5000,0.96022977563280087,0.69173646814347578,0.11363210845775561,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0404_fastica.json,cf1d32afd9147a206f466c1e4eeda439ff48f44ccb4104b3d3de1568699df235
Homogeneous Laplacian,noise,Infomax,404,5000,0.87698154284743368,0.22304989361061889,0.1747953573274591,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0404_infomax.json,001d232a94a97d9a2dbc87042e995cea0edff8953d834e60ea142697f98f37cd
Homogeneous Laplacian,noise,amica 3k,404,3000,0.74385731820041689,0.13044915342275742,0.27474045907453021,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0404_jax_gpu.json,333fad697e47f47a71d615fd2c752105f606754bf31863e337e86106a41762f2
Homogeneous Laplacian,noise,Picard,404,5000,0.96172900576101328,0.64515960183078636,0.12255022584011838,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0404_picard.json,efc622159a72396b47a93f005f77fcfc5c300c0756716c5bf7dda61d03f0865f
Homogeneous Laplacian,noise,FastICA,505,5000,0.9485440770625797,0.72175751973506796,0.10596002308583016,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0505_fastica.json,6cd8b0f6404f9deb523486426dcd5da30a8aac7eda7f7792fbeaa1c3dbc8d445
Homogeneous Laplacian,noise,Infomax,505,5000,0.82204431967605551,0.2535748740272209,0.19280395964088345,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0505_infomax.json,0e8a402ec5061e33d9c830535d3b57e30bf2320a93ddfece7a894b1754e9f5cd
Homogeneous Laplacian,noise,amica 3k,505,3000,0.69913204460317102,0.12767698830109558,0.28137334502536682,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0505_jax_gpu.json,347f371200affa4c7c3a8bf2951135883c7c5b27cebd77b94137f3c47ed3d2e0
Homogeneous Laplacian,noise,Picard,505,5000,0.92461059520046751,0.42302846009540562,0.1275568221639492,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0505_picard.json,d4974a33e214c54b04394ee464eacbce598b342468c1631b39dd9247525152b7
Homogeneous Laplacian,noise,FastICA,606,5000,0.965155816886339,0.76354593128919823,0.099526731578839511,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0606_fastica.json,b863445054c23306bdb0039dfa4edb5d7300c63df729325b54b7826b90cdd475
Homogeneous Laplacian,noise,Infomax,606,5000,0.85631319445056042,0.24873732682398547,0.17310111640221332,figdata/synth/amica_python_synthetic_v1/synth_noise_seed-0606_infomax.json,d91b94decebc3d2ad5eb146318d405c4fef15270c7980683c61b1776f34a4e3b
